"","PLOT_ID","INVENTORY_ID","Province","Study_Area","Class","Subclass","X_UTM","Y_UTM","Huso","Deadwood","YEAR","AGE","ID_SP1","ID_SP2","ID_SP3","N","N_sp_1","N_sp_2","N_sp_3","dbh_mean","dg","Do","G","G_sp_1","G_sp_2","G_sp_3","h_mean","Ho","Canopy_cover","FccTot","slenderness","dominant_slenderness","SDI","S","S_staggered","MARTONNE","MARTONNE_2020","MARTONNE_2040","MARTONNE_2060","MARTONNE_2080"
"109","34_495_A_1","IFN4",34,495,"A","1",357928,4712810,30,0,2019,54,21,26,25,334.013173902191,169.765272631355,75.8284884420053,88.4194128288307,30.7077297755188,31.2485357725581,36.4228260869565,25.6160889166667,12.6901972222222,7.805666,5.12022569444444,12.8316814993647,13.6760869565217,85,100,41.7864869632743,37.5481214002208,477.827902186527,40.0088757952197,74.4649084444877,26.0550041720805,25.3158793261142,24.1870825385946,23.3102946344058,22.3025962161264
"110","34_534_A_1","IFN4",34,534,"A","1",375886,4714758,30,0,2019,49,21,NA,NA,548.200359538751,548.200359538751,NA,NA,24.0987096774194,24.394653036561,29.89375,25.6223222222222,25.6223222222222,NA,NA,11.8348387096774,12.4875,80,90,49.1098439215056,41.772945849885,527.052051631392,34.2022628861256,63.6575840682318,25.4925273966796,25.4377880051139,24.3380281335989,23.4393967446369,22.4185373363269
"111","34_534_A_1","IFN4",34,534,"A","1",375886,4714758,30,0,2019,54,21,NA,NA,548.200359538751,548.200359538751,NA,NA,24.0987096774194,24.394653036561,29.89375,25.6223222222222,25.6223222222222,NA,NA,11.8348387096774,12.4875,80,90,49.1098439215056,41.772945849885,527.052051631392,34.2022628861256,63.6575840682318,25.4925273966796,25.4377880051139,24.3380281335989,23.4393967446369,22.4185373363269
"112","34_581_A_1","IFN4",34,581,"A","1",347913,4706774,30,0,2019,44,25,21,43,611.862336775509,286.478897565412,229.89047335496,95.4929658551372,25.7436416184971,26.614385316598,34.19375,34.0389756944444,19.0846111111111,13.3218583333333,1.63250625,11.4549132786127,12.275000025,70,95,44.4960874159397,35.8983733138366,676.506375165733,32.9345427176992,61.2980909707931,24.5085403126106,24.4574448295167,23.3887043904675,22.5514997036814,21.5231318232562
"113","34_581_A_1","IFN4",34,581,"A","1",347913,4706774,30,0,2019,39,25,21,43,611.862336775509,286.478897565412,229.89047335496,95.4929658551372,25.7436416184971,26.614385316598,34.19375,34.0389756944444,19.0846111111111,13.3218583333333,1.63250625,11.4549132786127,12.275000025,70,95,44.4960874159397,35.8983733138366,676.506375165733,32.9345427176992,61.2980909707931,24.5085403126106,24.4574448295167,23.3887043904675,22.5514997036814,21.5231318232562
"114","34_581_A_1","IFN4",34,581,"A","1",347913,4706774,30,0,2019,49,25,21,43,611.862336775509,286.478897565412,229.89047335496,95.4929658551372,25.7436416184971,26.614385316598,34.19375,34.0389756944444,19.0846111111111,13.3218583333333,1.63250625,11.4549132786127,12.275000025,70,95,44.4960874159397,35.8983733138366,676.506375165733,32.9345427176992,61.2980909707931,24.5085403126106,24.4574448295167,23.3887043904675,22.5514997036814,21.5231318232562
"115","34_602_A_1","IFN4",34,602,"A","1",347874,4692812,30,0,2019,64,25,NA,NA,410.266075525775,410.266075525775,NA,NA,25.9788793103448,26.4212333791567,32.46875,22.4937395833333,22.4937395833333,NA,NA,10.8120689672414,12.0125,70,95,41.6186889283403,36.9971126082772,448.339081903927,41.0992404470907,76.4943057309362,22.3762546864575,22.0475926577426,21.0048622497056,20.3705665683922,19.3817297327715
"116","34_602_A_1","IFN4",34,602,"A","1",347874,4692812,30,0,2019,49,25,NA,NA,410.266075525775,410.266075525775,NA,NA,25.9788793103448,26.4212333791567,32.46875,22.4937395833333,22.4937395833333,NA,NA,10.8120689672414,12.0125,70,95,41.6186889283403,36.9971126082772,448.339081903927,41.0992404470907,76.4943057309362,22.3762546864575,22.0475926577426,21.0048622497056,20.3705665683922,19.3817297327715
"117","37_1211_A_1","IFN4",37,1211,"A","1",697953,4467784,29,0,2018,53,26,21,NA,730.132143375353,622.472666314968,107.659477060384,NA,26.7794129044759,27.276251343028,34.8434782608696,42.6639161388889,36.5537756944444,6.11014044444444,NA,17.8310792842472,19.036956298913,75,100,66.585026893054,54.6356369946344,839.734839120865,19.4402458508409,36.182374501864,40.6534238440293,38.6211823638593,36.2993762813837,35.4983925063974,33.3134329148512
"118","37_1327_A_1","IFN4",37,1327,"A","1",743876,4485817,29,0,2018,53,25,21,26,260.872635610182,146.56401870507,80.9214466209459,33.3871702841665,37.2617136659436,37.6804448929665,42.158064516129,29.0904507777778,16.0550006666667,8.67109688888889,4.36435322222222,17.9084597809111,18.3241934623656,80,90,48.0612887036352,43.4654523937052,503.965755468444,33.7878742159295,62.8863198481491,50.4133754199972,47.5070028116961,44.7318040007599,43.6632615505298,40.9029810855319
"119","37_1327_A_1","IFN4",37,1327,"A","1",743876,4485817,29,0,2018,58,25,21,26,260.872635610182,146.56401870507,80.9214466209459,33.3871702841665,37.2617136659436,37.6804448929665,42.158064516129,29.0904507777778,16.0550006666667,8.67109688888889,4.36435322222222,17.9084597809111,18.3241934623656,80,90,48.0612887036352,43.4654523937052,503.965755468444,33.7878742159295,62.8863198481491,50.4133754199972,47.5070028116961,44.7318040007599,43.6632615505298,40.9029810855319
"120","37_1658_A_1","IFN4",37,1658,"A","1",688901,4464746,29,0,2018,49,21,26,31,2292.53853582592,2178.65433210239,82.0532151051549,31.8309886183791,17.4133384757791,18.4069642799091,37.9223076923077,61.00576325,49.0323006944444,11.3882375555556,0.585225,16.7821906210429,20.9492311076923,90,100,96.3754919505293,55.2425007403801,1402.5531010525,9.96950487075234,18.5553393511283,42.0281990624134,36.8806365114798,34.5856921096838,33.8430582093969,31.7948718771059
"121","37_1658_A_1","IFN4",37,1658,"A","1",688901,4464746,29,0,2018,48,21,26,31,2292.53853582592,2178.65433210239,82.0532151051549,31.8309886183791,17.4133384757791,18.4069642799091,37.9223076923077,61.00576325,49.0323006944444,11.3882375555556,0.585225,16.7821906210429,20.9492311076923,90,100,96.3754919505293,55.2425007403801,1402.5531010525,9.96950487075234,18.5553393511283,42.0281990624134,36.8806365114798,34.5856921096838,33.8430582093969,31.7948718771059
