"","INVENTORY_ID","PLOT_ID","TREE_ID","species","dead","expan","dbh","g","height","slenderness","bearing","distance"
"166313","IFN4","9_382_A_1","IFN4_9_382_A_1_18",21,0,14.1471060526129,23,415.47562843725,13.7,59.5652173913044,106,4
"166314","IFN4","9_382_A_1","IFN4_9_382_A_1_19",21,0,14.1471060526129,29.15,667.370490897488,17.299999,59.3481955403088,107,6.3000002
"166315","IFN4","9_382_A_1","IFN4_9_382_A_1_20",43,0,14.1471060526129,23.85,446.752146799145,13.7,57.4423480083857,121,12.2
"166316","IFN4","9_382_A_1","IFN4_9_382_A_1_21",21,0,31.8309886183791,18.1,257.304292310638,13.8,76.2430939226519,125,4.9000001
"166317","IFN4","9_382_A_1","IFN4_9_382_A_1_22",21,0,31.8309886183791,19.7,304.805173232916,14.2,72.0812182741117,130,8
"166318","IFN4","9_382_A_1","IFN4_9_382_A_1_23",21,0,14.1471060526129,30.15,713.944601986957,13.8,45.771144278607,134,14.6
"166319","IFN4","9_382_A_1","IFN4_9_382_A_1_24",21,0,31.8309886183791,12.55,123.702174230507,7.5999999,60.55776812749,137,6.1999998
"166320","IFN4","9_382_A_1","IFN4_9_382_A_1_25",21,0,31.8309886183791,17.5,240.528187540469,13.7,78.2857142857143,139,9.3000002
"166321","IFN4","9_382_A_1","IFN4_9_382_A_1_26",21,0,14.1471060526129,22.8,408.28138126053,14,61.4035087719298,145,10.4
"166322","IFN4","9_382_A_1","IFN4_9_382_A_1_27",21,0,14.1471060526129,23.45,431.892413547665,15.2,64.818763326226,153,13.5
"166323","IFN4","9_382_A_1","IFN4_9_382_A_1_28",43,0,14.1471060526129,24.2,459.960580412082,16.1,66.5289256198347,155,5.5999999
"166324","IFN4","9_382_A_1","IFN4_9_382_A_1_29",43,0,31.8309886183791,16.2,206.119894002026,11.2,69.1358024691358,157,5.1999998
"166325","IFN4","9_382_A_1","IFN4_9_382_A_1_30",43,0,14.1471060526129,22.95,413.671176156844,12.5,54.4662309368192,163,7.0999999
"166326","IFN4","9_382_A_1","IFN4_9_382_A_1_31",43,0,31.8309886183791,15.25,182.654160375119,12.2,80,164,9.5
"166327","IFN4","9_382_A_1","IFN4_9_382_A_1_32",21,0,14.1471060526129,24.2,459.960580412082,14.2,58.6776859504132,165,14.3
"166328","IFN4","9_382_A_1","IFN4_9_382_A_1_33",43,0,31.8309886183791,16.95,225.646855839495,9.3999996,55.4572247787611,170,7.0999999
"166329","IFN4","9_382_A_1","IFN4_9_382_A_1_34",21,0,14.1471060526129,24.4,467.594650560305,15.3,62.7049180327869,185,10.8
"166330","IFN4","9_382_A_1","IFN4_9_382_A_1_35",21,0,14.1471060526129,26.95,570.436649570975,16,59.3692022263451,194,12.3
"166331","IFN4","9_382_A_1","IFN4_9_382_A_1_36",21,0,14.1471060526129,27,572.55526111674,15.8,58.5185185185185,197,10.6
