"","INVENTORY_ID","PLOT_ID","TREE_ID","species","dead","expan","dbh","g","height","slenderness","bearing","distance"
"818632","IFN4","37_1211_A_1","IFN4_37_1211_A_1_12",21,0,14.1471060526129,32.75,842.388617628976,17.9,54.6564885496183,77,13.7
"818633","IFN4","37_1211_A_1","IFN4_37_1211_A_1_13",21,0,5.09295817894065,44.3,1541.33604168586,21.700001,48.9842009029345,83,18.799999
"818635","IFN4","37_1211_A_1","IFN4_37_1211_A_1_15",26,0,14.1471060526129,27.3,585.349397198484,17.1,62.6373626373626,98,9
"818636","IFN4","37_1211_A_1","IFN4_37_1211_A_1_16",26,0,14.1471060526129,24.35,465.680242537024,14.9,61.1909650924025,102,14.2
"818637","IFN4","37_1211_A_1","IFN4_37_1211_A_1_17",26,0,14.1471060526129,25.5,510.705155749191,20.5,80.3921568627451,105,4.3000002
"818638","IFN4","37_1211_A_1","IFN4_37_1211_A_1_18",26,0,14.1471060526129,26.1,535.021082887976,16.200001,62.068969348659,106,10.8
"818639","IFN4","37_1211_A_1","IFN4_37_1211_A_1_19",26,0,14.1471060526129,32.2,814.33223173701,20.799999,64.5962701863354,110,7.5999999
"818640","IFN4","37_1211_A_1","IFN4_37_1211_A_1_20",26,0,14.1471060526129,26.35,545.319616305525,20.799999,78.9373776091082,111,5.6999998
"818643","IFN4","37_1211_A_1","IFN4_37_1211_A_1_23",26,0,14.1471060526129,24.15,458.061880352068,21.799999,90.2691469979296,128,5.3000002
"818644","IFN4","37_1211_A_1","IFN4_37_1211_A_1_24",26,0,14.1471060526129,28.05,617.953238456521,20,71.301247771836,131,14.2
"818645","IFN4","37_1211_A_1","IFN4_37_1211_A_1_25",26,0,14.1471060526129,36.15,1026.37599138646,20.700001,57.2614135546335,132,7.5
"818646","IFN4","37_1211_A_1","IFN4_37_1211_A_1_26",26,0,14.1471060526129,30.35,723.447919764066,20.1,66.2273476112026,137,6.6999998
"818647","IFN4","37_1211_A_1","IFN4_37_1211_A_1_27",26,0,14.1471060526129,35.75,1003.78794020715,20.799999,58.1818153846154,144,10.3
"818648","IFN4","37_1211_A_1","IFN4_37_1211_A_1_28",26,0,14.1471060526129,32.2,814.33223173701,20.700001,64.2857173913043,170,13.4
"818649","IFN4","37_1211_A_1","IFN4_37_1211_A_1_29",26,0,14.1471060526129,34.7,945.690074565234,20.799999,59.9423602305475,171,11.9
"818650","IFN4","37_1211_A_1","IFN4_37_1211_A_1_30",26,0,31.8309886183791,18.7,274.645883758454,18.200001,97.3262085561497,174,9.3000002
"818651","IFN4","37_1211_A_1","IFN4_37_1211_A_1_31",26,0,14.1471060526129,27.15,578.934657698936,19.6,72.1915285451197,175,8
"818652","IFN4","37_1211_A_1","IFN4_37_1211_A_1_32",26,0,14.1471060526129,34.35,926.708964451326,19,55.3129548762737,179,0.89999998
"818653","IFN4","37_1211_A_1","IFN4_37_1211_A_1_33",26,0,31.8309886183791,21.75,371.542418672205,19.5,89.6551724137931,180,9.8000002
"818654","IFN4","37_1211_A_1","IFN4_37_1211_A_1_34",26,0,14.1471060526129,26.6,555.716324493499,18.299999,68.7969887218045,182,13
"818656","IFN4","37_1211_A_1","IFN4_37_1211_A_1_36",26,0,14.1471060526129,24.2,459.960580412082,13.6,56.198347107438,198,14
"818657","IFN4","37_1211_A_1","IFN4_37_1211_A_1_37",26,0,14.1471060526129,22.6,401.149965936881,16.200001,71.6814203539823,201,12.3
